,Municipality,Month,FTA Warrants,VOP Warrants,OTI Warrants,Total Warrants,Warrants with LEA,Issued Warrants,Served Warrants  For Month,Warrants Foreign Served
1984,Prospect,Dec,20,1,0,21,16,0,1,0
1985,Putnam,Dec,112,24,0,136,82,2,7,7
1986,Redding,Dec,16,1,0,17,12,0,0,0
1987,Ridgefield,Dec,39,7,0,46,26,0,0,0
1988,Rocky Hill,Dec,39,7,0,46,10,2,2,1
1989,Roxbury,Dec,1,0,0,1,1,0,0,0
1990,Salem,Dec,16,3,0,19,13,0,1,1
1991,Salisbury,Dec,6,4,0,10,7,0,0,0
1992,Scotland,Dec,5,1,0,6,3,0,0,0
1993,Seymour,Dec,68,11,0,79,43,9,5,4
1994,Sharon,Dec,3,1,0,4,3,0,0,0
1995,Shelton,Dec,137,20,0,157,45,10,7,4
1996,Sherman,Dec,4,0,0,4,4,0,0,0
1997,Simsbury,Dec,20,6,0,26,21,1,1,0
1998,Somers,Dec,15,2,0,17,12,1,1,1
1999,South Windsor,Dec,31,8,1,40,16,1,2,0
2000,Southbury,Dec,23,1,0,24,20,5,3,2
2001,Southington,Dec,112,12,0,124,62,10,9,1
2002,Sprague,Dec,13,12,1,26,11,1,2,1
2003,Stafford,Dec,75,8,0,83,61,3,0,0
2004,Stamford,Dec,2452,284,2,2738,545,39,60,19
2005,Sterling,Dec,27,1,0,28,13,0,2,1
2006,Stonington,Dec,96,15,0,111,29,9,3,3
2007,Stratford,Dec,352,73,0,425,63,24,31,22
2008,Suffield,Dec,17,4,0,21,17,0,6,1
2009,Thomaston,Dec,16,4,0,20,8,4,2,2
2010,Thompson,Dec,63,25,4,92,40,1,8,4
2011,Tolland,Dec,36,0,0,36,30,0,5,1
2012,Torrington,Dec,289,28,1,318,162,28,43,23
2013,Trumbull,Dec,76,10,0,86,39,2,5,3
2014,Union,Dec,2,0,0,2,2,0,1,1
2015,Vernon,Dec,162,33,1,196,97,9,19,7
2016,Voluntown,Dec,4,3,0,7,5,0,0,0
2017,Wallingford,Dec,97,17,1,115,24,11,12,10
2018,Warren,Dec,0,0,0,0,0,0,0,0
2019,Washington,Dec,11,3,0,14,10,4,0,0
2020,Waterbury,Dec,2496,322,5,2823,1321,167,179,67
2021,Waterford,Dec,53,12,0,65,12,2,2,1
2022,Watertown,Dec,47,5,0,52,38,7,8,5
2023,West Hartford,Dec,94,17,0,111,68,3,12,12
2024,West Haven,Dec,675,68,0,743,222,37,43,25
2025,Westbrook,Dec,34,4,0,38,26,9,1,1
2026,Weston,Dec,17,0,0,17,9,0,0,0
2027,Westport,Dec,59,7,0,66,44,1,3,2
2028,Wethersfield,Dec,62,7,0,69,49,6,12,9
2029,Willington,Dec,25,3,0,28,18,0,0,0
2030,Wilton,Dec,22,0,0,22,14,0,0,0
2031,Winchester,Dec,92,4,0,96,22,1,7,4
2032,Windham,Dec,671,133,21,825,258,20,22,11
2033,Windsor,Dec,123,17,1,141,79,14,13,8
2034,Windsor Locks,Dec,49,7,0,56,34,1,7,3
2035,Wolcott,Dec,57,5,0,62,19,8,4,2
2036,Woodbridge,Dec,7,3,0,10,3,1,1,1
2037,Woodbury,Dec,25,7,0,32,19,9,1,1
2038,Woodstock,Dec,17,7,2,26,15,3,1,0
2039,Grand Total,Dec,32677,5200,81,37958,13324,1646,1884,935
